expenditure_date,committee_name,expense_category,payee_name,address,payee_type,amount,expense_purpose
2021-11-01,Peed  Jesse A.  Citizens for  for Senate,Media,Wix.com,500 Terry Francois Blvd  San Fransisco  California 94518,Business/Group/Organization,282,Media - Website Development
2021-11-01,Peed  Jesse A.  Citizens for  for Senate,Media,Wix.com,500 Terry Francois Blvd  San Fransisco  California 94518,Business/Group/Organization,34.29,Media - Website Development
2022-05-05,Paschall  Patrick Friends of,Media,Facebook Inc,1 Hackey Way  Menlo Park  California 94025,Business/Group/Organization,10,Online Advertising
2022-06-14,Waldstreicher  Jeff Friends Of,Media,Facebook,1 Hacker Way  Menlo Park  Maryland 94025,Business/Group/Organization,28.83,Online Advertising
2021-01-15,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-01-21,Davis  Debra Citizens for,Media,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Media - Website Development
2021-02-16,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-02-22,Davis  Debra Citizens for,Media,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Media - Website Development
2021-04-15,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-04-21,Davis  Debra Citizens for,Media,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Media - Website Development
2021-05-17,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-05-21,Davis  Debra Citizens for,Media,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Media - Website Development
2021-06-15,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-07-15,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-07-21,Davis  Debra Citizens for,Media,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Media - Website Development
2021-08-16,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-08-23,Davis  Debra Citizens for,Media,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Media - Website Development
2021-09-15,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-09-21,Davis  Debra Citizens for,Media,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Media - Website Development
2021-10-15,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-10-21,Davis  Debra Citizens for,Media,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Media - Website Development
2021-11-15,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-03-15,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-12-15,Davis  Debra Citizens for,Media,Zoom Video Communications  Inc.,55 Almaden Boulevard  6th Floor  San Jose  California 95113,Business/Group/Organization,14.99,Media - Website Development
2021-12-21,Davis  Debra Citizens for,Media,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Media - Website Development
2021-10-04,Washington  Mary People Uniting to Elect,Media,Square Inc,1455 Market St  San Fransisco  California 94103,Business/Group/Organization,30.74,Media - Website Development
2021-09-07,Hester  Katie (Kathryn) Fry Friends of,Media,Google Service Apps,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,31.8,Media - Website Development
2021-10-07,Hester  Katie (Kathryn) Fry Friends of,Media,Google Service Apps,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,31.8,Media - Website Development
2022-01-04,Gallion  Jason Friends of,Media,WebIXI  Inc,P.O. Box 511  Churchville  Maryland 21028,Business/Group/Organization,1800,Consulting Fees - Media
2022-01-07,Gallion  Jason Friends of,Media,JASON CHARLES  GALLION,PO Box 326  Churchvlle  Maryland 21028,Self (Candidate),360,Media - Website Development
2021-08-30,Burkett  Charles Citizens for,Media,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,35.51,Online Advertising
2021-09-30,Burkett  Charles Citizens for,Media,Facebook  Inc.,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,109.49,Online Advertising
2022-04-06,Keogh  Maureen for Judge,Media,Jennifer Johnson,90 Russell Street  Annapolis  Maryland 21401,Individual,100,Book/Brochure Advertising
2021-08-18,Packan Charles Friends for County Council (District 4),Media,Friends of Chaz Packan,6539 North Shore Way  New Market  Maryland 21774,Business/Group/Organization,600.3,Media - Website Development
2021-10-15,Reznik  Kirill Friends Of,Media,GoDaddy.com LLC,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,44.52,Online Advertising
2021-11-01,Reznik  Kirill Friends Of,Media,Web Editor Design Services,P. O. Box 1595  Amherst  New York 14226,Business/Group/Organization,105,Media - Website Development
2021-12-10,Wilkins  Jheanelle Friends of,Media,Human Age Digital,2700 Post Oak Blvd  21st Floor  Houston  Texas 77056,Business/Group/Organization,1475,Consulting Fees - Media
2021-12-16,Larsen  Derek Citizens to Elect,Media,CCNAACP Unit 7016,P.O.Box 2401  Waldorf  Maryland 20604,Business/Group/Organization,150,Online Advertising
2021-10-06,Valentine  William Friends of,Media,E Plus Graphics & Promotions,515 B East Main Street  Emmitsburg  Maryland 21727,Business/Group/Organization,500,Media - Website Development
2021-02-01,Harrison  Andrea Friends Of,Media,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002-5505,Business/Group/Organization,2.99,Phones / Robo calls
2022-04-22,Bennett  Jacob Vote for,Media,facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,165.83,Online Advertising
2021-11-08,Proctor  Sarah For The People,Media,Millennial Marketing Agency,10509 Willow Run Ct  La Pl  Maryland 20646,Business/Group/Organization,400,Online Advertising
2021-05-11,Geelhaar  Glen Friends of,Media,GKCA 4th of July Parade,11 Kings Glen Ct  Kingsville  Maryland 21087,Business/Group/Organization,50,Book/Brochure Advertising
2021-06-05,Geelhaar  Glen Friends of,Media,Hillcrest Swim Club,7500 Queen Anne Dr  Parkville  Maryland 21234,Business/Group/Organization,200,Billboards / Outdoor Advertising
2021-08-23,Munoz  Rachel Friends of,Media,Squarespace,225 Varick Street  12th Floor  NY  New York 10014,Business/Group/Organization,20,Media - Website Development
2021-08-19,Munoz  Rachel Friends of,Media,Get Set Marketing,207 Worthington St  Springfield  Massachusetts 01103,Business/Group/Organization,980.56,Book/Brochure Advertising
2021-09-07,Munoz  Rachel Friends of,Media,Get Set Marketing,207 Worthington St  Springfield  Massachusetts 01103,Business/Group/Organization,190,Graphic Design
2021-10-21,Munoz  Rachel Friends of,Media,Phil Tran Public Relations  LLC,111 Merlot Street  Millersville  Maryland 21108,Business/Group/Organization,50,Media - Website Development
2021-12-14,Munoz  Rachel Friends of,Media,Squarespace,225 Varick Street  12th Floor  NY  New York 10014,Business/Group/Organization,6.36,Media - Website Development
2021-01-21,McCray  Danielle Friends of,Media,DANIELLE  MCCRAY,5407 BIDDISON AVE  BALTIMORE  Maryland 21206,Self (Candidate),168.38,Media - Website Development
2021-06-28,McCray  Danielle Friends of,Media,DANIELLE  MCCRAY,5407 BIDDISON AVE  BALTIMORE  Maryland 21206,Self (Candidate),118.68,Online Advertising
2021-11-30,McCray  Danielle Friends of,Media,DANIELLE  MCCRAY,5407 BIDDISON AVE  BALTIMORE  Maryland 21206,Self (Candidate),149.9,Videos
2022-03-10,Yang  Julie Friends of,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,5,Online Advertising
2022-04-01,Yang  Julie Friends of,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,2.46,Online Advertising
2021-10-04,Sesker  Everett Citizens For,Media,Bitly,DPT 5006 601 W. 26th St.  Suite 357 (3rd Floor)  New York  New York 10001,Business/Group/Organization,35,Online Advertising
2021-11-02,Sesker  Everett Citizens For,Media,Bitly,DPT 5006 601 W. 26th St.  Suite 357 (3rd Floor)  New York  New York 10001,Business/Group/Organization,35,Online Advertising
2021-12-02,Sesker  Everett Citizens For,Media,Bitly,DPT 5006 601 W. 26th St.  Suite 357 (3rd Floor)  New York  New York 10001,Business/Group/Organization,35,Online Advertising
2021-11-04,Foley  Linda Friends of,Media,Envato USA Inc.,215 South State Street  Suite 1200  Salt Lake City  Utah 84111,Business/Group/Organization,71,Media - Website Development
2021-11-08,Foley  Linda Friends of,Media,WP Bakery Page Builder,Stasinou  1 Mitsi Building 1  1st Floor  Office 4  Plateia Eleftherias  Nicosia  CYPRUS,Business/Group/Organization,56,Media - Website Development
2021-11-12,Foley  Linda Friends of,Media,Bluehost Inc.,10 Corporate Drive  Suite 300  Burlington  Massachusetts 01803,Business/Group/Organization,76.07,Media - Website Development
2021-10-01,Judges  Baltimore County Sitting  Slate,Media,Zest Social Media Solutions,215 Washington Ave  Suite LLZ  Towson  Maryland 21204,Business/Group/Organization,169.6,Online Advertising
2022-01-31,Sayles For Montgomery County,Media,Wix,500 Terry A. Francois Boulevard  San Francisco  California 94158,Business/Group/Organization,72,Media - Website Development
2022-01-06,Perez  Tom for Maryland,Media,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,536.11,Media - Website Development
2021-09-08,Perez  Tom for Maryland,Media,JMORE,3600 Clipper Mill Rd  Ste 300  Baltimore  Maryland 21211,Business/Group/Organization,450,Online Advertising
2021-07-30,Howard Progressive Project PAC,Media,Kathy Osborne Design,9230 Hobnail Court  Columbia  Maryland 21045,Business/Group/Organization,361.25,Graphic Design
2022-05-04,Bates  Ivan Friends of,Media,SWAY,4350 East West Hwy  Ste 350  Bethesda  Maryland 20814,Business/Group/Organization,10000,Consulting Fees - Media
2022-05-13,Bates  Ivan Friends of,Media,Mosaic Communications,2938 26th St N  Arlington  Virginia 22207,Business/Group/Organization,30350,Radio
2022-04-05,Whisler  Steve Friends of,Media,Trembling Giant Marketing,PO Box 513  Sykesville  Maryland 21784,Business/Group/Organization,693,Newspaper
2022-01-31,Whisler  Steve Friends of,Media,STEPHEN DOUGLAS  WHISLER,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,Self (Candidate),12.01,Online Advertising
2022-03-11,Tomlin  Zachary Friends of,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Online Advertising
2022-03-14,Tomlin  Zachary Friends of,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Online Advertising
2022-03-14,Tomlin  Zachary Friends of,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Online Advertising
2022-03-15,Tomlin  Zachary Friends of,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Online Advertising
2022-03-16,Tomlin  Zachary Friends of,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Online Advertising
2022-03-22,Tomlin  Zachary Friends of,Media,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Online Advertising
2021-09-13,BerzoffCohen  Zeke Friends of,Media,SmugMug,67 East Evelyn Avenue  Ste 200  Mountain View  California 94041,Business/Group/Organization,58.3,Media - Website Development
2021-09-17,BerzoffCohen  Zeke Friends of,Media,Square Space,459 BROADWAY  5th Floor  New York  New York 10013,Business/Group/Organization,228.96,Media - Website Development
2021-12-09,BerzoffCohen  Zeke Friends of,Media,GoDaddy.com,14455 North Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,126.82,Media - Website Development
2022-06-15,Balcombe  Marilyn Friends,Media,Bethesda Beat,6116 Executive Boulevard  North Bethesda  Maryland 20852,Business/Group/Organization,746.86,Online Advertising
2022-06-24,Balcombe  Marilyn Friends,Media,Mid-Atlantic Media,11459 Cronhill Drive  Suite A  Owings Mills  Maryland 21117,Business/Group/Organization,310,Newspaper
2022-07-01,Balcombe  Marilyn Friends,Media,Foglamp,1 Thomas Circle NW  Washington   District Of Columbia 20005,Business/Group/Organization,3000,Online Advertising
2022-01-10,House Democratic Caucus Committee  Maryland,Media,Simple Texting  LLC,1815 Purdy Ave.  Miami Beach  Florida 33139,Business/Group/Organization,26.5,Phones / Robo calls
2022-01-06,Cox  Dan for Governor,Media,EZ Texting,1410 Second Street  Suite 200  Santa Monica  California 90406,Business/Group/Organization,5523.43,Phones / Robo calls
2022-01-11,Cox  Dan for Governor,Media,EZ Texting,1410 Second Street  Suite 200  Santa Monica  California 90406,Business/Group/Organization,71,Phones / Robo calls
2022-06-06,Johnson  Korey T. Friends of,Media,Papa K Photos,11557 Laurelwalk Dr  Laurel  Maryland 20708,Business/Group/Organization,175,Graphic Design
2021-10-14,Education Not Indoctrination Slate,Media,All Saints Media,PO Box 27  Brunswick  Maryland 21716,Business/Group/Organization,25,Media - Website Development
2021-05-13,Gansler  Doug Friends Of,Media,Local Politechs Strategies,3420 Connecticut Avenue  NW  #11941  Washington  District Of Columbia 20008,Business/Group/Organization,8000,Consulting Fees - Media
2022-04-18,Education Not Indoctrination Slate,Media,All Saints Media,PO Box 27  Brunswick  Maryland 21716,Business/Group/Organization,25,Consulting Fees - General
